date,AQIÖ¸Êý,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
2023/1/9,60,93,50,38,19,2,7,8.7,610.8,66,1,17,0,2023,1,9
2023/1/10,54,103,31,31,12,3,6,11.6,609.3,54,2,30,0,2023,1,10
2023/1/11,42,73,26,35,7,2,5,12.7,606.9,49,4,30,0,2023,1,11
2023/1/12,45,63,23,33,4,3,3,13.4,605.3,42,4,30,0,2023,1,12
2023/1/13,43,56,21,38,4,3,2,14.4,604.5,33,3,30,0,2023,1,13
2023/1/14,50,49,32,39,8,3,4,13.2,604.7,36,2,30,0,2023,1,14
2023/1/15,50,81,27,38,6,3,4,7.7,607,60,2,13,0,2023,1,15
2023/1/16,45,79,31,39,6,2,4,13,606.3,35,4,30,0,2023,1,16
2023/1/17,49,89,32,27,6,4,6,11.9,608.4,48,3,25,0,2023,1,17
2023/1/18,48,97,26,39,4,3,5,11.8,607.8,56,2,30,0,2023,1,18
2023/1/19,48,75,25,36,2,3,4,11.9,608.2,47,2,30,0,2023,1,19
2023/1/20,47,73,26,35,1,3,3,12.7,607.3,49,2,30,0,2023,1,20
2023/1/21,47,66,32,38,1,4,3,14.6,605.4,34,4,30,0,2023,1,21
2023/1/22,50,78,25,39,2,3,2,15.2,606.2,29,4,30,0,2023,1,22
2023/1/23,50,65,30,25,3,4,5,16.5,607,31,3,30,0,2023,1,23
2023/1/24,46,85,30,37,2,3,5,3.7,611.3,71,2,20,0,2023,1,24
2023/1/25,48,80,22,38,2,2,3,14.5,605.8,41,1,30,0,2023,1,25
2023/1/26,49,61,40,22,4,4,5,18.2,606.1,30,3,30,0,2023,1,26
2023/1/27,54,96,42,20,4,2,6,2.6,611.3,74,2,13,0,2023,1,27
2023/1/28,63,110,42,39,8,3,7,3.3,610.4,84,2,5,0,2023,1,28
2023/1/29,52,109,44,43,13,4,8,8.5,611.6,65,2,18,0,2023,1,29
2023/1/30,72,135,45,42,8,3,7,13.1,607.6,52,2,19,0,2023,1,30
2023/1/31,80,129,35,40,5,2,4,18.4,604.6,33,4,30,0,2023,1,31
2023/2/1,48,91,32,36,6,2,5,19.4,606,27,3,30,0,2023,2,1
2023/2/2,44,83,38,34,6,3,5,18.1,608.5,33,3,30,0,2023,2,2
2023/2/3,41,89,35,40,4,3,4,16.5,606.8,46,3,30,0,2023,2,3
2023/2/4,50,87,45,38,5,3,5,16.5,606,39,3,30,0,2023,2,4
2023/2/5,59,111,54,60,7,3,6,16.2,605.5,38,3,27,0,2023,2,5
2023/2/6,79,149,56,51,7,4,6,16.1,605.2,32,3,27,0,2023,2,6
2023/2/7,99,140,46,50,6,4,5,16.1,605.7,32,2,12,0,2023,2,7
2023/2/8,67,110,48,46,7,3,5,14.6,605.7,33,3,28,0,2023,2,8
2023/2/9,64,115,44,41,5,3,5,15.4,607,29,3,30,0,2023,2,9
2023/2/10,52,102,46,41,4,3,4,16.2,605.5,29,5,30,0,2023,2,10
2023/2/11,53,98,48,43,5,3,4,16.5,604.2,33,3,30,0,2023,2,11
2023/2/12,55,101,40,45,6,3,4,17.6,605.4,24,3,30,0,2023,2,12
2023/2/13,60,84,52,47,10,4,7,17.2,606.9,27,3,30,0,2023,2,13
2023/2/14,77,136,62,56,12,4,8,14.1,608.8,59,1,11,0,2023,2,14
2023/2/15,94,157,54,49,8,4,6,16.4,609.1,52,3,13,0,2023,2,15
2023/2/16,78,142,39,41,6,3,5,15.7,609.5,58,3,13,0,2023,2,16
2023/2/17,52,110,37,44,6,3,5,16.6,608.2,43,4,30,0,2023,2,17
2023/2/18,57,87,40,26,8,3,7,17.6,607.9,38,4,30,0,2023,2,18
2023/2/19,52,100,42,42,8,3,6,12.1,609.7,69,2,10,0,2023,2,19
2023/2/20,55,96,41,37,7,3,6,16.2,608.1,49,4,29,0,2023,2,20
2023/2/21,48,103,43,46,7,2,7,13.8,608.8,67,3,18,0,2023,2,21
2023/2/22,60,98,44,45,8,3,6,16.7,607.7,49,4,23,0,2023,2,22
2023/2/23,62,102,46,32,15,3,7,16.8,607.7,45,2,24,0,2023,2,23
2023/2/24,62,105,45,19,7,3,6,11.2,612.2,54,3,18,0,2023,2,24
2023/2/25,62,125,47,36,9,2,6,7.4,615.3,77,2,5,0,2023,2,25
2023/2/26,59,113,42,36,9,2,7,9.9,613.6,73,1,8,0,2023,2,26
2023/2/27,57,119,35,46,7,3,6,10.8,611.5,73,3,30,0,2023,2,27
2023/2/28,60,87,45,54,11,3,6,15.4,610.7,45,3,22,0,2023,2,28
2023/3/1,71,103,49,47,7,2,6,14.9,610.7,44,1,29,0,2023,3,1
2023/3/2,77,128,52,27,9,4,8,17.7,609.8,37,4,22,0,2023,3,2
2023/3/3,72,135,45,46,5,2,5,11.4,612.9,70,3,9,0,2023,3,3
2023/3/4,59,106,53,52,7,2,6,14.3,611.2,69,4,8,0,2023,3,4
2023/3/5,70,140,56,55,7,2,7,16.2,609.7,53,3,14,0,2023,3,5
2023/3/6,72,139,55,58,8,2,7,18.1,608.2,45,3,15,0,2023,3,6
2023/3/7,76,134,49,69,10,3,6,19.2,608.3,37,2,17,0,2023,3,7
2023/3/8,93,120,47,56,6,1,6,16.5,610.3,57,1,25,0,2023,3,8
2023/3/9,77,114,55,59,7,3,6,19,609.1,39,2,19,0,2023,3,9
2023/3/10,77,128,47,58,10,4,5,21.3,607.1,26,4,19,0,2023,3,10
2023/3/11,74,107,46,36,7,4,6,20.4,608.8,26,4,25,0,2023,3,11
2023/3/12,59,115,26,40,6,5,5,10.4,613,72,2,17,0,2023,3,12
2023/3/13,47,63,49,55,8,3,6,12.6,609.2,72,4,11,0,2023,3,13
2023/3/14,73,127,55,63,8,3,7,18.2,605.8,46,5,12,0,2023,3,14
2023/3/15,79,141,43,54,6,3,6,18.4,607.4,34,2,15,0,2023,3,15
2023/3/16,70,110,36,55,5,3,5,17.8,607.7,35,3,28,0,2023,3,16
2023/3/17,71,83,46,65,5,3,5,18.9,607.4,29,2,29,0,2023,3,17
2023/3/18,84,109,45,49,5,3,6,19.4,606.4,34,3,16,0,2023,3,18
2023/3/19,65,106,34,35,4,2,4,20.5,605.2,33,4,30,0,2023,3,19
2023/3/20,47,66,22,36,3,3,4,18.5,605.3,39,5,30,0,2023,3,20
2023/3/21,49,47,19,36,5,3,4,18.4,604.6,35,5,30,0,2023,3,21
2023/3/22,49,50,24,41,6,3,4,16.7,604.6,46,4,30,0,2023,3,22
2023/3/23,55,51,25,45,5,3,4,19.1,604.1,27,4,30,0,2023,3,23
2023/3/24,61,58,28,51,5,3,5,20.2,605.2,30,2,30,0,2023,3,24
2023/3/25,68,69,41,54,7,3,6,21.1,605.3,27,5,30,0,2023,3,25
2023/3/26,75,90,49,55,9,3,7,20.1,605.2,31,3,30,0,2023,3,26
2023/3/27,75,109,49,51,9,4,8,20.9,606.4,34,3,23,0,2023,3,27
2023/3/28,64,122,38,47,6,2,6,14.1,607.9,68,2,18,0.2,2023,3,28
2023/3/29,63,90,38,52,10,3,5,18.7,606.1,40,4,29,0,2023,3,29
2023/3/30,72,79,44,57,5,3,5,19.5,604.7,28,3,30,0,2023,3,30
2023/3/31,78,88,37,53,5,3,5,19.9,605.5,33,2,28,0,2023,3,31
2023/4/1,71,80,38,44,5,2,6,20.2,605.2,35,4,30,0,2023,4,1
2023/4/2,59,90,25,45,3,2,5,13.5,605.2,77,2,12,0.7,2023,4,2
2023/4/3,62,61,20,50,3,3,5,18.6,604.1,32,3,30,0,2023,4,3
2023/4/4,69,51,26,55,4,3,5,19.2,604.5,33,4,30,0,2023,4,4
2023/4/5,72,59,38,52,4,3,3,20.9,605.8,33,4,30,0,2023,4,5
2023/4/6,68,79,46,59,7,3,4,20.5,607.3,38,3,30,0,2023,4,6
2023/4/7,84,99,52,72,10,3,5,22.3,607.6,22,2,30,0,2023,4,7
2023/4/8,98,119,58,73,6,3,7,22.9,608.5,28,4,23,0,2023,4,8
2023/4/9,96,132,61,70,4,4,6,23.9,606.3,26,4,21,0,2023,4,9
2023/4/10,90,129,53,86,4,4,6,23.9,605.8,25,2,23,0,2023,4,10
2023/4/11,90,119,56,79,7,5,7,24.5,606.3,21,3,20,0,2023,4,11
2023/4/12,90,131,63,83,6,4,6,24.1,605.5,21,3,22,0,2023,4,12
2023/4/13,90,147,66,99,7,3,6,24.8,605.2,17,3,17,0,2023,4,13
2023/4/14,140,154,43,64,4,3,4,24.7,606.1,23,3,18,0,2023,4,14
2023/4/15,140,100,65,90,11,4,8,19.9,608.5,56,1,18,0,2023,4,15
2023/4/16,120,155,68,76,5,3,7,24.6,604.8,35,4,9,0,2023,4,16
2023/4/17,104,143,55,84,5,3,4,26,604.7,26,4,18,0,2023,4,17
2023/4/18,110,117,60,87,12,3,6,25.2,604.9,28,2,23,0,2023,4,18
2023/4/19,120,140,59,77,5,3,5,25.6,602.8,28,3,19,0,2023,4,19
2023/4/20,100,127,54,61,5,3,5,25.2,602.2,24,3,20,0,2023,4,20
2023/4/21,81,104,52,70,4,3,5,24.1,603.5,27,5,30,0,2023,4,21
2023/4/22,90,99,35,55,3,3,4,22.1,604.5,41,2,25,0,2023,4,22
2023/4/23,75,76,38,54,6,5,6,21.8,607.2,37,3,30,0,2023,4,23
2023/4/24,72,81,38,53,6,3,5,22.9,607.9,32,5,30,0,2023,4,24
2023/4/25,70,92,33,49,4,2,5,21.9,607.9,45,3,14,0,2023,4,25
2023/4/26,66,85,33,50,3,2,6,20.4,606.1,45,2,30,0,2023,4,26
2023/4/27,70,74,36,58,5,3,5,22.2,605.1,42,4,27,0,2023,4,27
2023/4/28,78,84,43,48,9,4,6,18.1,607.5,60,1,18,0.3,2023,4,28
2023/4/29,69,90,37,51,5,2,5,16.3,607.8,66,3,16,0,2023,4,29
2023/4/30,65,94,31,48,4,2,6,15.6,607.6,92,2,8,1,2023,4,30
2023/5/1,62,77,28,45,3,2,5,21.9,606.4,47,4,25,0,2023,5,1
2023/5/2,57,69,26,41,3,2,4,22,606.5,45,3,30,0,2023,5,2
2023/5/3,52,60,23,46,3,2,3,23.5,605.5,31,5,30,0,2023,5,3
2023/5/4,60,54,21,45,3,3,4,24.3,604.3,38,3,30,0,2023,5,4
2023/5/5,57,48,24,53,3,3,5,25,602.8,34,4,30,0,2023,5,5
2023/5/6,70,57,25,59,3,2,5,25,603.6,35,4,30,0,2023,5,6
2023/5/7,77,60,40,73,8,3,7,26.6,604.2,21,3,30,0,2023,5,7
