date,AQIÖ¸Êý,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
2018/11/16,44,46,19,30,11,6,5,13.4,607.1,56,1,30,0,2018,11,16
2018/11/17,43,46,23,35,11,8,5,14.9,608.2,56,3,30,0,2018,11,17
2018/11/18,43,54,20,28,11,7,5,14.3,608.5,64,2,30,0,2018,11,18
2018/11/19,47,56,17,29,10,5,6,14.7,608.4,45,3,30,0,2018,11,19
2018/11/20,48,48,27,32,9,8,7,14.6,608.3,54,3,30,0,2018,11,20
2018/11/21,43,66,37,29,13,4,8,13.1,609.8,60,2,14,0,2018,11,21
2018/11/22,40,98,41,31,16,6,7,15.1,609.4,54,2,30,0,2018,11,22
2018/11/23,55,87,21,35,12,7,6,15,608.5,53,3,30,0,2018,11,23
2018/11/24,58,58,42,37,15,9,8,11.6,611.3,61,5,16,0,2018,11,24
2018/11/25,45,108,57,38,23,9,9,9.3,611.8,81,1,15,0,2018,11,25
2018/11/26,55,122,45,33,21,8,8,13.2,609.6,57,2,30,0,2018,11,26
2018/11/27,70,89,57,32,25,9,10,12.5,610.8,61,3,25,0,2018,11,27
2018/11/28,63,123,57,34,22,8,9,11.4,611.6,69,3,15,0,2018,11,28
2018/11/29,74,121,21,32,11,7,4,10.4,611.5,66,2,16,0,2018,11,29
2018/11/30,65,60,33,30,14,5,4,12.4,611,57,2,22,0,2018,11,30
2018/12/1,53,73,18,31,8,5,4,10.5,611.5,66,0,17,0,2018,12,1
2018/12/2,47,52,19,29,10,6,4,14,611.2,61,3,22,0,2018,12,2
2018/12/3,40,48,26,33,15,8,5,13.2,610.1,54,2,30,0,2018,12,3
2018/12/4,49,53,19,31,9,5,5,13.8,608.9,57,5,30,0,2018,12,4
2018/12/5,52,42,22,28,14,5,6,13.4,608.4,53,4,30,0,2018,12,5
2018/12/6,40,50,26,18,15,6,5,13.4,609.3,53,2,30,0,2018,12,6
2018/12/7,40,59,17,26,11,4,4,10.6,609.7,55,0,30,0,2018,12,7
2018/12/8,40,42,23,27,12,6,5,13.5,607.9,50,4,30,0,2018,12,8
2018/12/9,43,51,28,27,11,9,6,11.2,608.7,62,0,30,0,2018,12,9
2018/12/10,43,55,25,26,15,8,6,14.4,609.5,70,2,30,0,2018,12,10
2018/12/11,40,63,28,10,13,4,7,14,609.4,49,2,30,0,2018,12,11
2018/12/12,42,76,20,30,11,6,8,13.4,609.1,64,3,30,0,2018,12,12
2018/12/13,33,58,27,15,12,8,7,13.3,609.7,56,2,30,0,2018,12,13
2018/12/14,49,61,17,25,7,6,7,12.4,610.6,62,2,19,0,2018,12,14
2018/12/15,49,45,33,9,15,9,9,10.3,611.2,89,2,12,0.2,2018,12,15
2018/12/16,61,81,52,24,15,6,9,12.8,611.4,57,3,29,0,2018,12,16
2018/12/17,46,114,30,25,11,5,8,13.6,612,79,3,30,0,2018,12,17
2018/12/18,38,72,16,23,8,4,6,14.3,612,67,3,30,0,2018,12,18
2018/12/19,37,46,20,31,8,5,5,15.2,611.8,67,2,30,0,2018,12,19
2018/12/20,47,38,13,33,9,4,3,14.9,611.4,59,1,30,0,2018,12,20
2018/12/21,54,40,43,34,17,7,8,14.7,609.1,69,1,30,0,2018,12,21
2018/12/22,55,66,57,39,24,6,10,12.1,608.8,83,1,22,1,2018,12,22
2018/12/23,44,78,17,35,6,4,6,11.3,608,67,0,30,0,2018,12,23
2018/12/24,45,53,30,34,13,5,6,13.8,608,39,3,30,0,2018,12,24
2018/12/25,47,54,33,33,15,9,9,8.1,609.9,61,0,30,0,2018,12,25
2018/12/26,48,63,34,31,16,8,8,11.8,610.1,53,3,30,0,2018,12,26
2018/12/27,43,62,35,28,16,8,4,12.3,606.9,44,3,30,0,2018,12,27
2018/12/28,35,77,21,25,8,3,7,12.9,606.1,35,2,30,0,2018,12,28
2018/12/29,46,52,28,7,9,6,10,12.1,606.9,33,2,30,0,2018,12,29
2018/12/31,38,52,23,18,14,7,10,12.8,609.3,54,4,30,0,2018,12,31
2019/1/1,35,64,21,28,13,6,8,7.3,610.3,97,1,7,8,2019,1,1
2019/1/2,35,52,21,27,12,7,8,6.2,612.8,92,0,7,0,2019,1,2
2019/1/3,40,52,25,32,12,6,7,10.5,611.8,71,2,30,0,2019,1,3
2019/1/4,58,49,54,41,24,9,11,8.5,611.5,93,2,19,0,2019,1,4
2019/1/5,60,80,63,33,23,11,12,9.9,611.8,72,1,30,0,2019,1,5
2019/1/6,54,110,57,30,22,8,11,10.9,610.7,68,2,30,0,2019,1,6
2019/1/7,38,91,16,24,15,3,6,12.1,611.3,46,3,30,0,2019,1,7
2019/1/8,33,51,15,30,11,4,6,11.7,611.9,58,2,30,0,2019,1,8
2019/1/9,42,39,31,26,16,7,9,13.3,610.8,47,3,30,0,2019,1,9
2019/1/10,45,59,43,32,18,9,10,14.7,609.9,55,2,30,0,2019,1,10
2019/1/11,42,73,23,31,12,8,8,7.4,610.6,97,3,11,8,2019,1,11
2019/1/12,47,58,38,32,18,8,11,11,609.4,62,2,30,0,2019,1,12
2019/1/13,52,65,43,32,20,7,14,11.4,609,64,2,30,0,2019,1,13
2019/1/14,47,68,36,30,21,5,13,12.1,609.7,55,3,30,0,2019,1,14
2019/1/15,50,74,42,35,18,9,9,13,609.8,43,4,30,0,2019,1,15
2019/1/16,59,95,69,38,23,10,12,12.7,608.7,48,2,30,0,2019,1,16
2019/1/17,51,109,43,30,19,7,9,13.5,608.3,44,3,30,0,2019,1,17
2019/1/18,51,81,45,35,18,8,11,12.7,608.4,59,2,30,0,2019,1,18
2019/1/19,53,86,52,35,21,8,10,7.3,609.9,51,0,24,0,2019,1,19
2019/1/20,51,85,46,19,22,7,11,11.6,609.9,60,2,30,0,2019,1,20
2019/1/21,46,103,43,28,18,4,11,12.9,608,57,2,30,0,2019,1,21
2019/1/22,47,96,47,39,16,6,12,12.7,608,48,3,30,0,2019,1,22
2019/1/23,43,80,45,37,14,5,8,12.7,609.1,46,3,30,0,2019,1,23
2019/1/24,59,75,45,44,23,6,7,9.7,610,87,0,9,0,2019,1,24
2019/1/25,54,79,55,37,21,7,7,12.3,608.8,61,2,30,0,2019,1,25
2019/1/26,39,110,32,36,11,5,7,12.8,608.2,44,4,27,0,2019,1,26
2019/1/27,41,73,34,37,13,5,7,13.1,608.3,40,2,30,0,2019,1,27
2019/1/28,42,71,34,38,9,5,8,11.9,610.9,51,0,15,0,2019,1,28
2019/1/29,40,77,31,37,8,5,7,13.3,610.1,57,2,28,0,2019,1,29
2019/1/30,50,72,41,42,19,8,8,13.9,609.1,41,3,30,0,2019,1,30
2019/1/31,43,82,25,39,11,5,7,14.4,609.1,51,3,30,0,2019,1,31
2019/2/1,44,66,23,39,8,4,7,14.5,608.6,53,5,30,0,2019,2,1
2019/2/2,44,62,26,40,13,4,6,10.4,609.7,50,1,30,1,2019,2,2
2019/2/3,44,59,25,38,8,5,6,14.3,610.9,33,3,30,0,2019,2,3
2019/2/4,47,56,29,43,7,9,6,14.8,608.4,33,2,30,0,2019,2,4
2019/2/5,41,72,20,35,5,4,7,15.3,607.4,35,4,30,0,2019,2,5
2019/2/6,46,56,22,36,5,4,6,15.7,609.1,29,4,30,0,2019,2,6
2019/2/7,38,60,21,40,9,6,5,14.7,608.2,31,4,30,0,2019,2,7
2019/2/8,38,58,27,37,10,6,7,16.4,608.2,33,5,30,0,2019,2,8
2019/2/9,54,60,34,35,5,5,5,14.3,606.3,29,3,30,0,2019,2,9
2019/2/10,59,68,43,55,7,5,7,15.8,607.6,30,2,30,0,2019,2,10
2019/2/11,78,103,50,40,12,6,7,18.6,607.1,24,4,30,0,2019,2,11
2019/2/12,83,119,71,44,17,8,9,17.6,610.6,42,4,13,0,2019,2,12
2019/2/13,47,150,74,45,16,9,9,17.4,611.2,33,2,30,0,2019,2,13
2019/2/14,41,139,45,41,13,6,7,17.5,610.1,29,3,29,0,2019,2,14
2019/2/15,43,91,37,35,13,7,6,17.1,608.9,36,4,30,0,2019,2,15
2019/2/16,45,72,43,38,17,5,6,18.1,608.2,27,3,30,0,2019,2,16
2019/2/17,45,79,23,39,8,6,5,16.9,607,30,1,30,0,2019,2,17
2019/2/18,40,64,32,40,9,5,6,12,604.5,58,4,30,3,2019,2,18
2019/2/19,49,71,31,35,8,5,6,12.9,605.4,39,4,30,0,2019,2,19
2019/2/20,57,74,39,43,8,7,5,15.1,607.6,37,3,30,0,2019,2,20
2019/2/21,52,83,53,41,16,5,5,14.7,608.9,41,2,30,0,2019,2,21
2019/2/22,56,100,43,38,9,6,4,16.7,608.5,33,3,30,0,2019,2,22
2019/2/23,57,104,51,40,16,6,5,15.3,606.3,48,2,23,0,2019,2,23
2019/2/24,41,100,61,39,21,6,8,15.6,606,41,3,25,0,2019,2,24
2019/2/25,40,111,32,37,12,6,6,17.3,606.1,36,3,23,0,2019,2,25
2019/2/26,41,79,28,34,11,6,6,18.1,606.4,32,3,30,0,2019,2,26
2019/2/27,41,62,29,36,11,6,6,10.4,608.2,88,3,12,2,2019,2,27
2019/2/28,45,66,31,36,14,7,6,14,607.3,50,4,30,0,2019,2,28
2019/3/1,50,69,30,37,10,9,5,11.9,607.6,63,2,30,0,2019,3,1
2019/3/2,51,71,55,44,20,12,8,15.4,606.6,40,3,30,0,2019,3,2
2019/3/3,44,87,40,42,13,6,6,15.1,605.6,28,4,30,0,2019,3,3
2019/3/4,35,87,41,38,10,5,6,18.6,605.2,16,3,30,0,2019,3,4
2019/3/5,41,84,29,33,11,6,7,16.7,603.8,34,4,30,0,2019,3,5
2019/3/6,45,82,26,36,9,4,5,14.2,606.6,51,4,20,0,2019,3,6
2019/3/7,46,65,41,38,10,6,6,13.4,606.9,71,2,30,0,2019,3,7
2019/3/8,54,82,37,38,12,5,6,15.4,606.3,44,3,30,0,2019,3,8
2019/3/9,60,86,41,45,12,4,5,13.1,606.1,65,8,15,0,2019,3,9
2019/3/10,58,85,60,49,22,6,7,16.4,605.2,40,3,29,0,2019,3,10
2019/3/11,60,99,58,48,20,6,8,15.8,606.8,37,2,30,0,2019,3,11
2019/3/12,74,107,52,49,13,6,7,16.1,607.3,39,3,29,0,2019,3,12
2019/3/13,80,120,70,37,24,7,9,17,606.2,37,2,24,0,2019,3,13
2019/3/14,67,149,64,48,24,5,8,19.2,607.5,36,4,20,0,2019,3,14
2019/3/15,63,155,72,47,22,6,8,14,609.8,67,3,8,0,2019,3,15
2019/3/16,61,133,57,47,15,8,7,16,608.9,65,3,7,0,2019,3,16
2019/3/17,56,120,60,50,16,6,7,19.6,608.2,37,4,23,0,2019,3,17
2019/3/18,54,103,51,46,13,5,5,20.5,608.2,23,3,22,0,2019,3,18
2019/3/19,54,97,45,44,14,8,6,19.7,606.7,27,4,30,0,2019,3,19
2019/3/20,56,88,45,42,10,6,5,17.3,606,36,4,30,0,2019,3,20
2019/3/21,64,79,43,51,15,7,6,13.9,606.8,65,4,21,0.8,2019,3,21
2019/3/22,67,89,60,48,21,9,8,17.8,606.6,28,3,30,0,2019,3,22
2019/3/23,74,124,59,52,18,7,8,18.8,607,33,3,20,0,2019,3,23
2019/3/24,75,134,75,54,26,7,10,17.4,607.5,50,3,16,0,2019,3,24
2019/3/25,77,142,67,65,18,8,10,19.3,607,31,3,22,0,2019,3,25
2019/3/26,70,145,61,61,15,6,9,20.4,607.3,27,1,22,0,2019,3,26
2019/3/27,65,138,43,58,10,7,7,21.1,608.2,30,3,16,0,2019,3,27
2019/3/28,57,146,40,62,21,8,5,21.1,607.2,35,2,17,0,2019,3,28
2019/3/29,79,134,49,48,17,5,6,14.8,607.9,54,5,28,0,2019,3,29
2019/3/30,113,83,75,68,25,7,8,21.2,606.3,21,4,30,0,2019,3,30
2019/3/31,74,141,79,72,22,8,10,21.7,605.8,25,4,30,0,2019,3,31
2019/4/1,59,172,66,49,21,7,10,21.2,608.4,31,2,17,0,2019,4,1
2019/4/2,63,129,49,46,23,6,9,14.2,608.7,82,2,8,1,2019,4,2
2019/4/3,63,99,43,50,21,7,7,15,608.5,60,1,30,0,2019,4,3
2019/4/4,69,83,65,60,27,10,7,17.8,607.8,54,2,24,0.1,2019,4,4
2019/4/5,70,110,38,61,21,5,6,18.5,608.2,33,2,30,0,2019,4,5
2019/4/6,55,78,81,57,26,7,8,14.7,608.8,76,1,15,1,2019,4,6
2019/4/7,59,156,44,50,11,5,7,17.6,607.9,47,2,30,0,2019,4,7
2019/4/8,56,100,37,49,9,6,5,20.8,607.1,36,3,21,0,2019,4,8
2019/4/9,65,73,38,48,15,9,6,18.9,605.6,41,4,30,0,2019,4,9
2019/4/10,64,74,38,54,14,8,5,19.9,607.3,41,2,30,0,2019,4,10
2019/4/11,65,75,56,54,22,6,7,20.1,606.7,38,2,30,0,2019,4,11
2019/4/12,75,92,59,55,25,7,7,19.6,606.5,49,4,30,0,2019,4,12
2019/4/13,70,105,68,62,23,6,7,23.3,605.3,25,4,30,0,2019,4,13
2019/4/14,64,121,59,59,18,8,7,24,606.4,23,4,30,0,2019,4,14
2019/4/15,67,134,59,60,19,9,7,24.6,607.3,28,5,23,0,2019,4,15
2019/4/16,68,122,58,57,18,6,6,23.3,606.1,32,3,27,0,2019,4,16
2019/4/17,73,91,45,54,8,6,4,23.1,607.3,32,1,27,0,2019,4,17
2019/4/18,75,83,42,59,8,5,5,24.3,605.2,29,4,30,0,2019,4,18
2019/4/19,99,86,39,67,9,5,6,23.9,604.3,31,6,30,0,2019,4,19
2019/4/20,105,89,56,87,16,6,8,23.6,604,24,3,30,0,2019,4,20
2019/4/21,94,123,59,82,17,8,8,23.7,604.3,27,4,30,0,2019,4,21
2019/4/22,99,128,51,72,12,5,7,22.8,605.4,31,2,19,0,2019,4,22
2019/4/23,122,109,51,91,11,6,7,23.7,606.1,19,4,28,0,2019,4,23
2019/4/24,114,118,58,105,21,7,8,22.9,606.5,31,2,20,0,2019,4,24
2019/4/25,86,116,61,96,24,8,7,23.9,606.1,25,4,24,0,2019,4,25
2019/4/26,88,125,58,79,14,4,8,24.4,606.1,22,3,27,0,2019,4,26
2019/4/27,78,128,59,77,8,4,8,25,605.2,23,5,23,0,2019,4,27
2019/4/28,69,149,54,73,10,5,6,25.2,604.4,28,4,24,0,2019,4,28
2019/4/29,73,146,59,69,13,7,6,21.6,605.5,44,3,19,0,2019,4,29
2019/4/30,68,132,51,70,12,6,6,17.5,607,69,0,13,0.5,2019,4,30
2019/5/1,65,115,51,65,10,6,6,17.9,607.3,50,4,24,0,2019,5,1
2019/5/2,45,96,57,55,12,6,6,20.6,605.8,47,4,22,0,2019,5,2
2019/5/3,55,95,36,46,8,5,6,23.3,606.7,40,2,23,0,2019,5,3
2019/5/4,65,77,37,53,10,6,6,24.4,606.4,42,3,29,0,2019,5,4
2019/5/5,88,79,42,60,11,7,6,24.6,605.8,45,5,30,0,2019,5,5
2019/5/6,96,77,43,78,11,6,6,23.8,605.2,49,3,30,0,2019,5,6
2019/5/7,96,76,66,81,20,5,7,26.1,603.6,30,4,30,0,2019,5,7
2019/5/8,87,102,50,89,12,6,6,24.7,603,26,3,14,0,2019,5,8
2019/5/9,92,93,58,84,13,4,5,24.9,603.4,29,3,30,0,2019,5,9
2019/5/10,95,104,74,85,20,7,7,24.2,603.8,29,2,28,0,2019,5,10
2019/5/11,77,125,71,89,11,6,5,23.7,605.3,35,2,25,0,2019,5,11
2019/5/12,74,122,66,75,14,6,6,25.8,605.5,31,3,23,0,2019,5,12
2019/5/13,82,116,60,68,13,6,7,25.6,605.4,27,3,20,0,2019,5,13
2019/5/14,80,113,57,69,9,4,7,26.3,605.1,32,3,25,0,2019,5,14
2019/5/15,76,106,53,72,14,5,7,25.7,604.4,30,3,30,0,2019,5,15
2019/5/16,79,81,54,72,10,5,6,26.3,604.6,25,4,30,0,2019,5,16
2019/5/17,87,90,48,71,10,5,6,25.8,603.9,31,4,30,0,2019,5,17
2019/5/18,102,85,50,74,12,5,7,25.7,603.6,33,4,24,0,2019,5,18
2019/5/19,92,85,64,84,15,7,8,26.3,603,34,6,30,0,2019,5,19
2019/5/20,97,112,55,78,13,5,9,26.6,605.5,36,2,15,0,2019,5,20
2019/5/21,96,109,49,80,11,6,9,28.3,605.7,24,4,30,0,2019,5,21
2019/5/22,70,108,44,79,12,3,6,27,605.2,30,3,30,0,2019,5,22
2019/5/23,70,92,46,62,11,5,5,22.7,606.4,56,2,16,0,2019,5,23
2019/5/24,77,94,29,62,8,5,5,23.8,605,57,3,15,0,2019,5,24
2019/5/25,60,68,46,68,12,5,6,24.4,604.1,41,2,30,0,2019,5,25
2019/5/26,59,77,35,50,12,6,5,25.2,602.5,42,5,30,0,2019,5,26
2019/5/27,79,74,31,50,13,4,5,25.1,603.9,45,2,29,0,2019,5,27
2019/5/28,80,64,35,65,10,3,5,22.3,605.9,64,2,30,0,2019,5,28
2019/5/29,35,70,40,67,10,4,6,21.8,606.2,71,2,16,0,2019,5,29
2019/5/30,42,76,29,32,11,6,6,22.9,604.2,70,2,14,0,2019,5,30
2019/5/31,85,73,30,38,14,10,7,25,605,49,4,29,0,2019,5,31
2019/6/1,91,74,34,80,19,8,6,16.5,606.5,80,1,14,0,2019,6,1
2019/6/2,64,72,59,78,23,5,10,15.2,607.9,90,1,16,2,2019,6,2
2019/6/3,66,98,39,55,14,5,8,20.2,605.8,60,1,30,0,2019,6,3
2019/6/4,53,74,37,56,12,3,7,22.9,605.3,57,2,24,0,2019,6,4
2019/6/5,50,67,38,46,11,3,6,21,604.5,69,3,30,1,2019,6,5
2019/6/6,45,69,29,46,7,3,5,25.2,603.9,41,2,30,0,2019,6,6
2019/6/7,39,56,22,39,6,4,5,25.7,605.5,44,4,30,0,2019,6,7
2019/6/8,47,42,20,35,7,5,4,26.1,605.6,47,3,30,0,2019,6,8
2019/6/9,46,47,23,44,10,5,5,25.9,604.5,45,5,30,0,2019,6,9
2019/6/10,50,46,41,42,9,3,5,26.2,603.3,44,5,30,0,2019,6,10
2019/6/11,58,55,27,42,10,3,5,27.8,602.7,42,2,30,0,2019,6,11
2019/6/12,36,49,29,64,16,3,6,27.6,603.1,43,3,30,0,2019,6,12
2019/6/13,37,53,27,34,12,4,7,19.7,605.5,96,3,2.8,7,2019,6,13
2019/6/14,40,58,17,36,8,3,6,18.9,605.2,94,2,25,9,2019,6,14
2019/6/15,45,43,24,39,9,4,6,23,604.2,64,3,30,0,2019,6,15
2019/6/16,37,49,28,42,11,4,7,24.3,603.4,60,3,30,0,2019,6,16
2019/6/17,32,55,23,37,10,4,6,23.8,604.2,62,3,30,0,2019,6,17
2019/6/18,33,55,26,32,10,5,6,24.3,604.2,66,3,30,0,2019,6,18
2019/6/19,35,48,20,31,7,4,5,20.9,605.5,88,2,30,6,2019,6,19
2019/6/20,37,45,19,32,7,5,5,23.7,605.5,64,1,30,0,2019,6,20
2019/6/21,44,39,20,35,8,5,5,24.6,605.1,59,3,30,0,2019,6,21
2019/6/22,35,37,34,38,13,5,7,26.6,604.1,48,5,30,0,2019,6,22
2019/6/23,37,57,26,33,15,7,16,27.6,603.5,45,3,30,0,2019,6,23
2019/6/24,35,67,21,23,15,5,12,18.5,606.1,91,1,24,2,2019,6,24
2019/6/25,36,52,37,24,15,5,7,22.6,604.9,81,2,30,0,2019,6,25
2019/6/26,49,51,23,32,10,4,5,19,606.4,99,1,8,3,2019,6,26
2019/6/27,48,45,27,46,11,7,5,23.5,603.3,75,0,30,0,2019,6,27
2019/6/28,55,51,36,42,12,7,6,25,600.9,53,3,30,0,2019,6,28
2019/6/29,98,60,25,44,13,8,4,26.3,601.6,55,2,30,0,2019,6,29
2019/6/30,95,63,39,83,14,9,4,21,604.3,84,5,8,0.3,2019,6,30
2019/7/1,59,62,48,85,14,5,5,21.1,606.3,52,2,30,0,2019,7,1
2019/7/2,57,90,33,48,15,5,6,23.5,605.5,54,2,29,0,2019,7,2
2019/7/3,34,80,31,50,11,7,5,24.2,604.9,59,1,19,0,2019,7,3
2019/7/4,34,76,24,26,16,7,5,24.2,604.6,64,1,24,0,2019,7,4
2019/7/5,28,61,19,22,15,4,5,22.6,605.2,65,3,23,0,2019,7,5
2019/7/6,25,53,18,24,11,5,4,20.5,604.4,92,0,28,0.1,2019,7,6
2019/7/7,37,42,27,23,10,4,4,21.6,603.5,83,0,30,1,2019,7,7
2019/7/8,39,35,19,29,17,7,5,23.5,603.7,64,2,30,0,2019,7,8
2019/7/9,25,45,19,22,19,5,6,23.8,604.1,61,5,30,0,2019,7,9
2019/7/10,25,50,17,19,11,4,5,17.4,605.6,99,0,10,15,2019,7,10
2019/7/11,27,54,24,21,9,3,5,19.2,605.2,94,1,26,0.2,2019,7,11
2019/7/12,32,43,21,25,11,5,5,21.9,605.5,73,2,30,0,2019,7,12
2019/7/13,38,47,24,29,15,3,5,21.4,605.5,79,2,30,0.1,2019,7,13
2019/7/14,36,53,26,34,13,5,6,21.3,604.8,81,0,30,0.1,2019,7,14
2019/7/15,40,55,27,32,11,3,5,18.4,603.7,100,1,1.2,18,2019,7,15
2019/7/16,46,49,32,33,11,3,5,23.7,603.3,69,3,30,0,2019,7,16
2019/7/17,43,54,38,46,13,4,6,22.1,604.2,75,1,30,0,2019,7,17
2019/7/18,39,56,38,45,16,4,7,22.4,604.2,77,1,30,0,2019,7,18
2019/7/19,30,63,21,38,11,3,5,24.3,603.7,69,2,30,0,2019,7,19
2019/7/20,32,54,18,23,12,3,6,18.8,605.1,99,1,20,5,2019,7,20
2019/7/21,38,47,19,23,12,4,8,19.9,605.8,84,2,26,0.3,2019,7,21
2019/7/22,41,49,26,30,18,3,8,19.5,605,100,0,21,21,2019,7,22
2019/7/23,29,57,28,37,14,5,6,20.8,604.5,83,1,30,0,2019,7,23
2019/7/24,30,60,23,24,15,3,4,19.8,604.7,96,1,15,6,2019,7,24
2019/7/25,31,49,24,24,13,4,4,21.1,606.1,77,3,30,0,2019,7,25
2019/7/26,35,52,22,31,10,4,5,19.6,606.8,87,1,30,0.2,2019,7,26
2019/7/27,28,49,27,31,10,4,4,18.2,606.1,97,0,30,0.7,2019,7,27
2019/7/28,37,49,25,22,11,5,5,22.7,605.5,76,1,30,0,2019,7,28
2019/7/29,37,46,27,29,15,3,5,23.1,605.2,76,1,30,0,2019,7,29
2019/7/30,45,54,26,35,16,4,4,22.2,605.5,76,1,30,0,2019,7,30
2019/7/31,48,56,29,41,15,4,4,20.6,605.9,86,3,30,0.1,2019,7,31
2019/8/1,41,98,27,51,15,3,4,20.9,606.1,82,1,22,0,2019,8,1
2019/8/2,29,130,30,38,15,6,4,21.7,605,70,2,30,0,2019,8,2
2019/8/3,28,64,19,26,11,4,4,23.7,603.3,77,1,28,0,2019,8,3
2019/8/4,47,52,20,24,10,5,3,21,604.8,82,3,30,7,2019,8,4
2019/8/5,34,48,25,42,13,3,4,20.5,605.3,74,3,30,1,2019,8,5
2019/8/6,45,42,32,22,16,4,7,21.1,606.1,76,2,30,0,2019,8,6
2019/8/7,55,61,58,37,21,6,8,22.5,605.5,71,2,27,0,2019,8,7
2019/8/8,46,123,33,48,19,6,7,21.6,604.8,71,3,30,2,2019,8,8
2019/8/9,110,103,52,41,14,4,6,21.6,604.7,82,2,16,0.5,2019,8,9
2019/8/10,98,52,38,94,20,4,6,22.1,604.6,78,3,23,0,2019,8,10
2019/8/11,64,71,65,87,25,6,9,22.1,605.2,81,1,30,0,2019,8,11
2019/8/12,64,114,32,55,12,5,6,22.7,604.5,62,1,30,0,2019,8,12
2019/8/13,97,62,29,58,15,4,7,24.8,604.8,59,2,29,0,2019,8,13
2019/8/14,108,76,29,84,16,5,6,25,604.9,59,2,30,0,2019,8,14
2019/8/15,92,67,61,94,23,4,9,21.7,606.4,76,4,30,0,2019,8,15
2019/8/16,77,105,55,75,25,5,6,22.1,604.9,75,1,24,0,2019,8,16
2019/8/17,75,96,43,72,11,4,6,23.2,604.2,64,1,28,0,2019,8,17
2019/8/18,56,75,44,63,14,5,6,24.9,605.2,55,3,28,0,2019,8,18
2019/8/19,78,75,28,43,11,3,4,24.1,604.8,65,1,30,0,2019,8,19
2019/8/20,48,67,27,53,10,3,4,24.7,605.4,62,3,30,0,2019,8,20
2019/8/21,61,66,37,46,14,3,4,23.4,606.2,61,2,25,0,2019,8,21
2019/8/22,81,79,26,52,10,4,3,22.3,606.1,64,1,24,0,2019,8,22
2019/8/23,102,73,33,64,16,5,4,18.1,607.8,96,1,12,3,2019,8,23
2019/8/24,102,68,55,78,24,4,6,20.9,608.8,65,1,27,0,2019,8,24
2019/8/25,44,92,59,82,25,4,7,21.4,607.6,69,1,19,0,2019,8,25
2019/8/26,46,107,32,41,14,4,5,21.1,606.4,76,1,16,0,2019,8,26
2019/8/27,51,72,17,37,9,3,4,23.3,605.3,76,1,12,0,2019,8,27
2019/8/28,46,54,27,43,9,5,4,19.4,607.6,87,4,6,6,2019,8,28
2019/8/29,36,65,21,37,7,5,4,21.1,608.6,73,1,30,0,2019,8,29
2019/8/30,36,54,20,29,8,5,4,23.2,607.3,63,3,21,0,2019,8,30
2019/8/31,32,57,15,30,8,4,3,18.6,608,71,3,29,0,2019,8,31
2019/9/1,41,51,23,24,9,4,3,19.2,607.9,74,2,30,0,2019,9,1
2019/9/2,35,66,22,33,9,4,3,19.5,608.2,71,3,26,0,2019,9,2
2019/9/3,45,67,14,27,11,3,2,19.2,609,75,3,18,0,2019,9,3
2019/9/4,48,37,27,21,18,4,4,20.5,607.4,66,3,22,0,2019,9,4
2019/9/5,35,62,25,24,15,4,5,19,606.5,78,1,28,0,2019,9,5
2019/9/6,34,75,17,26,11,4,4,18.3,606.3,94,1,4.3,2,2019,9,6
2019/9/7,35,44,17,21,11,4,4,19.7,605.6,89,1,14,0,2019,9,7
2019/9/8,37,41,14,16,10,4,4,23,605.3,66,1,30,0,2019,9,8
2019/9/9,28,44,11,25,9,4,4,21.3,604.8,73,2,30,0,2019,9,9
2019/9/10,33,47,9,20,7,3,2,18.5,604.4,96,3,3.9,45,2019,9,10
2019/9/11,33,24,14,23,9,3,4,19.4,606.1,89,1,4.4,5,2019,9,11
2019/9/12,44,37,15,30,9,4,5,19.1,609.2,87,1,13,0.3,2019,9,12
2019/9/13,43,40,21,36,8,3,4,18.8,608.7,88,1,22,0,2019,9,13
2019/9/14,54,59,24,38,14,3,5,21.4,608,75,1,30,0,2019,9,14
2019/9/15,49,63,22,45,12,4,4,22.2,608.2,65,1,30,0,2019,9,15
2019/9/16,43,65,31,43,13,5,5,19.7,608.1,72,2,17,1,2019,9,16
2019/9/17,54,73,32,35,18,4,5,21.5,607.3,65,1,21,0,2019,9,17
2019/9/18,38,73,22,46,10,3,4,20.8,609.3,70,1,28,0,2019,9,18
2019/9/19,45,61,27,26,16,5,5,20.9,611.1,69,4,21,0,2019,9,19
2019/9/20,62,64,15,39,6,4,3,19.6,610.3,79,1,14,0,2019,9,20
2019/9/21,67,39,22,49,10,4,3,15.8,611.5,71,4,30,0,2019,9,21
2019/9/22,79,52,32,55,15,3,4,15.9,612.4,51,4,30,0,2019,9,22
2019/9/23,71,97,27,64,9,3,4,18.3,612.4,43,3,30,0,2019,9,23
2019/9/24,72,76,35,62,9,3,5,14.9,613.3,77,1,11,0,2019,9,24
2019/9/25,65,101,47,50,12,4,6,17.8,613.7,53,3,21,0,2019,9,25
2019/9/26,80,134,39,50,19,3,5,15.4,614.4,75,2,7,0,2019,9,26
2019/9/27,63,116,29,63,17,5,5,14.8,613.2,89,0,7,0,2019,9,27
2019/9/28,55,82,42,56,23,5,5,13.8,612.8,87,1,7,0,2019,9,28
2019/9/29,44,100,39,46,20,5,4,14.8,611.7,84,2,10,0,2019,9,29
2019/9/30,40,89,25,35,12,4,4,19.2,609.9,65,1,20,0,2019,9,30
