,date,AQI指数,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
2289,2021-09-07,45,34.0,24.0,40.0,6.0,2.0,3.0,22.3,606.4,69,2.0,24.0,0.0,2021,9,7
2290,2021-09-08,49,64.0,20.0,26.0,5.0,2.0,3.0,22.5,608.2,67,2.0,30.0,0.4,2021,9,8
2291,2021-09-09,34,53.0,26.0,40.0,9.0,2.0,3.0,22.4,610.1,62,1.0,30.0,0.0,2021,9,9
2292,2021-09-10,47,56.0,36.0,59.0,13.0,3.0,4.0,20.4,610.3,65,2.0,30.0,0.0,2021,9,10
2293,2021-09-11,75,68.0,31.0,56.0,12.0,2.0,3.0,21.6,608.8,59,2.0,30.0,0.0,2021,9,11
2294,2021-09-12,79,60.0,40.0,38.0,14.0,2.0,4.0,21.1,609.2,66,1.0,30.0,0.0,2021,9,12
2295,2021-09-13,51,71.0,30.0,41.0,6.0,2.0,4.0,21.3,608.7,64,1.0,28.0,0.0,2021,9,13
2296,2021-09-14,55,70.0,33.0,23.0,6.0,2.0,3.0,22.9,606.4,59,2.0,22.0,0.0,2021,9,14
2297,2021-09-15,31,59.0,27.0,25.0,8.0,3.0,4.0,23.1,605.5,48,2.0,30.0,0.0,2021,9,15
2298,2021-09-16,28,50.0,21.0,19.0,7.0,2.0,4.0,22.7,607.8,62,1.0,30.0,0.0,2021,9,16
2299,2021-09-17,25,33.0,21.0,22.0,7.0,2.0,3.0,21.8,609.9,65,1.0,24.0,0.0,2021,9,17
2300,2021-09-18,23,26.0,19.0,24.0,5.0,2.0,3.0,20.5,609.4,79,1.0,30.0,0.1,2021,9,18
2301,2021-09-19,25,30.0,20.0,44.0,6.0,3.0,3.0,19.5,608.1,86,1.0,13.0,2.0,2021,9,19
2302,2021-09-20,55,49.0,24.0,32.0,5.0,2.0,2.0,19.5,607.5,86,1.0,30.0,4.0,2021,9,20
2303,2021-09-21,39,55.0,23.0,28.0,6.0,2.0,2.0,21.4,607.4,71,1.0,28.0,0.0,2021,9,21
2304,2021-09-22,33,54.0,27.0,37.0,10.0,2.0,2.0,20.3,608.6,66,1.0,30.0,0.0,2021,9,22
2305,2021-09-23,43,61.0,24.0,29.0,7.0,2.0,2.0,19.9,608.0,69,2.0,30.0,0.0,2021,9,23
2306,2021-09-24,36,60.0,22.0,19.0,7.0,1.0,1.0,19.1,608.2,75,1.0,23.0,0.0,2021,9,24
2307,2021-09-25,24,34.0,19.0,29.0,6.0,1.0,1.0,21.8,609.1,63,3.0,30.0,0.0,2021,9,25
2308,2021-09-26,37,39.0,25.0,39.0,10.0,2.0,2.0,20.7,609.4,67,2.0,30.0,0.0,2021,9,26
2309,2021-09-27,46,49.0,27.0,39.0,10.0,3.0,2.0,19.4,609.7,77,1.0,30.0,0.0,2021,9,27
2310,2021-09-28,46,52.0,28.0,45.0,10.0,2.0,2.0,21.2,610.0,62,1.0,30.0,0.0,2021,9,28
2311,2021-09-29,63,52.0,37.0,40.0,12.0,3.0,3.0,20.1,609.1,64,1.0,30.0,0.0,2021,9,29
2312,2021-09-30,50,67.0,30.0,41.0,9.0,2.0,2.0,20.1,608.8,81,3.0,17.0,0.4,2021,9,30
2313,2021-10-01,49,57.0,34.0,36.0,8.0,2.0,3.0,19.3,608.5,75,2.0,30.0,0.4,2021,10,1
2314,2021-10-02,47,74.0,19.0,30.0,5.0,3.0,2.0,21.0,608.1,71,1.0,24.0,0.0,2021,10,2
2315,2021-10-03,35,43.0,14.0,25.0,4.0,2.0,2.0,20.9,607.8,69,2.0,30.0,0.0,2021,10,3
2316,2021-10-04,27,21.0,18.0,30.0,4.0,3.0,2.0,21.0,607.8,67,3.0,30.0,0.2,2021,10,4
2317,2021-10-05,33,46.0,25.0,39.0,8.0,3.0,2.0,18.5,609.4,81,2.0,30.0,12.0,2021,10,5
2318,2021-10-06,43,58.0,30.0,36.0,7.0,2.0,2.0,19.7,609.7,70,2.0,30.0,0.0,2021,10,6
2319,2021-10-07,44,76.0,31.0,38.0,5.0,3.0,2.0,19.2,607.4,79,1.0,30.0,0.3,2021,10,7
2320,2021-10-08,54,81.0,30.0,48.0,3.0,2.0,2.0,18.7,607.2,80,1.0,21.0,0.0,2021,10,8
2321,2021-10-09,62,75.0,17.0,25.0,5.0,1.0,2.0,19.7,607.1,76,2.0,12.0,0.0,2021,10,9
2322,2021-10-10,32,39.0,10.0,22.0,3.0,1.0,3.0,21.9,607.8,53,5.0,29.0,0.1,2021,10,10
2323,2021-10-11,28,24.0,22.0,27.0,4.0,2.0,3.0,17.1,609.5,77,5.0,30.0,0.7,2021,10,11
2324,2021-10-12,28,57.0,18.0,23.0,4.0,2.0,1.0,15.0,609.8,93,1.0,6.0,6.0,2021,10,12
2325,2021-10-13,25,46.0,13.0,19.0,4.0,2.0,2.0,17.2,609.7,76,1.0,17.0,0.0,2021,10,13
2326,2021-10-14,26,30.0,11.0,19.0,4.0,2.0,3.0,18.9,609.6,69,3.0,30.0,0.0,2021,10,14
2327,2021-10-15,24,20.0,11.0,19.0,3.0,1.0,2.0,16.4,610.3,74,5.0,30.0,0.0,2021,10,15
2328,2021-10-16,24,28.0,16.0,22.0,5.0,3.0,2.0,14.7,611.0,87,4.0,13.0,1.0,2021,10,16
2329,2021-10-17,28,46.0,21.0,29.0,6.0,3.0,3.0,11.4,614.7,79,4.0,30.0,0.6,2021,10,17
2330,2021-10-18,33,44.0,16.0,22.0,5.0,2.0,2.0,12.7,612.7,75,1.0,20.0,0.0,2021,10,18
2331,2021-10-19,27,40.0,17.0,19.0,6.0,2.0,3.0,18.4,611.4,71,2.0,30.0,0.0,2021,10,19
2332,2021-10-20,22,31.0,14.0,15.0,6.0,2.0,3.0,18.7,610.0,69,2.0,30.0,0.0,2021,10,20
2333,2021-10-21,23,31.0,9.0,17.0,4.0,2.0,1.0,19.4,609.0,72,2.0,30.0,0.0,2021,10,21
2334,2021-10-22,22,30.0,18.0,16.0,6.0,2.0,5.0,10.7,611.2,92,2.0,3.5,5.0,2021,10,22
2335,2021-10-23,27,37.0,16.0,11.0,6.0,3.0,4.0,10.5,612.7,82,2.0,24.0,0.0,2021,10,23
2336,2021-10-24,28,35.0,15.0,15.0,7.0,3.0,4.0,13.9,611.7,87,1.0,7.0,0.0,2021,10,24
2337,2021-10-25,22,34.0,17.0,27.0,5.0,3.0,3.0,14.1,612.1,92,2.0,8.0,0.0,2021,10,25
2338,2021-10-26,30,43.0,21.0,23.0,6.0,2.0,2.0,16.2,609.1,84,3.0,26.0,0.0,2021,10,26
2339,2021-10-27,28,47.0,23.0,15.0,6.0,2.0,2.0,16.9,609.5,70,2.0,30.0,0.0,2021,10,27
2340,2021-10-28,24,54.0,16.0,28.0,7.0,3.0,3.0,17.9,610.0,69,2.0,30.0,0.0,2021,10,28
2341,2021-10-29,29,39.0,23.0,21.0,8.0,3.0,3.0,16.5,611.4,88,1.0,13.0,1.0,2021,10,29
2342,2021-10-30,31,51.0,17.0,27.0,7.0,3.0,2.0,16.7,611.5,77,1.0,30.0,0.0,2021,10,30
2343,2021-10-31,29,40.0,24.0,30.0,9.0,3.0,2.0,16.6,610.5,79,3.0,30.0,0.0,2021,10,31
2344,2021-11-01,33,47.0,21.0,31.0,8.0,2.0,1.0,17.4,610.3,62,2.0,30.0,0.0,2021,11,1
2345,2021-11-02,35,43.0,20.0,36.0,8.0,3.0,1.0,16.2,610.6,74,1.0,30.0,0.0,2021,11,2
2346,2021-11-03,41,41.0,25.0,27.0,7.0,3.0,2.0,17.1,610.3,59,1.0,30.0,0.0,2021,11,3
2347,2021-11-04,34,45.0,20.0,32.0,5.0,2.0,3.0,17.1,608.8,50,3.0,30.0,0.0,2021,11,4
2348,2021-11-05,39,40.0,18.0,37.0,7.0,2.0,2.0,17.6,608.3,59,3.0,30.0,0.0,2021,11,5
2349,2021-11-06,44,36.0,30.0,40.0,13.0,3.0,3.0,16.7,606.9,52,2.0,30.0,0.0,2021,11,6
2350,2021-11-07,51,61.0,35.0,25.0,9.0,3.0,2.0,16.0,606.6,40,1.0,30.0,0.0,2021,11,7
2351,2021-11-08,52,75.0,38.0,19.0,12.0,3.0,3.0,14.6,610.5,53,2.0,28.0,0.0,2021,11,8
2352,2021-11-09,52,81.0,26.0,17.0,8.0,3.0,2.0,11.3,610.6,68,1.0,15.0,0.0,2021,11,9
2353,2021-11-10,31,65.0,19.0,27.0,7.0,2.0,2.0,13.6,610.1,85,4.0,9.0,0.0,2021,11,10
2354,2021-11-11,32,40.0,23.0,16.0,9.0,2.0,4.0,12.6,609.1,83,1.0,12.0,0.0,2021,11,11
2355,2021-11-12,36,69.0,34.0,11.0,9.0,3.0,5.0,15.8,607.9,57,1.0,30.0,0.0,2021,11,12
2356,2021-11-13,48,87.0,18.0,13.0,9.0,2.0,4.0,6.7,611.5,84,3.0,11.0,0.0,2021,11,13
2357,2021-11-14,34,48.0,14.0,23.0,8.0,2.0,4.0,10.6,610.3,87,1.0,7.0,0.0,2021,11,14
2358,2021-11-15,27,31.0,15.0,18.0,9.0,2.0,4.0,12.9,608.5,90,2.0,30.0,2.0,2021,11,15
2359,2021-11-16,30,30.0,20.0,13.0,8.0,3.0,4.0,15.6,607.6,71,3.0,30.0,0.0,2021,11,16
2360,2021-11-17,32,52.0,26.0,26.0,7.0,3.0,4.0,13.9,608.8,86,2.0,30.0,1.0,2021,11,17
2361,2021-11-18,30,63.0,14.0,32.0,6.0,2.0,2.0,11.4,611.1,78,3.0,12.0,0.1,2021,11,18
2362,2021-11-19,36,34.0,16.0,33.0,7.0,2.0,2.0,14.6,607.1,64,1.0,30.0,0.0,2021,11,19
2363,2021-11-20,36,39.0,37.0,31.0,15.0,2.0,3.0,15.4,604.7,52,2.0,30.0,0.0,2021,11,20
2364,2021-11-21,45,76.0,20.0,24.0,6.0,3.0,3.0,16.5,605.7,50,1.0,30.0,0.0,2021,11,21
2365,2021-11-22,26,44.0,11.0,11.0,7.0,2.0,3.0,16.4,608.8,67,2.0,30.0,0.0,2021,11,22
2366,2021-11-23,28,35.0,33.0,17.0,12.0,3.0,5.0,6.7,610.4,80,2.0,28.0,0.5,2021,11,23
2367,2021-11-24,37,66.0,30.0,30.0,10.0,3.0,5.0,7.1,611.5,85,2.0,25.0,1.0,2021,11,24
2368,2021-11-25,44,73.0,27.0,31.0,12.0,2.0,5.0,9.2,610.9,82,1.0,11.0,0.0,2021,11,25
2369,2021-11-26,42,67.0,27.0,22.0,12.0,2.0,4.0,10.2,610.0,73,1.0,21.0,0.0,2021,11,26
2370,2021-11-27,33,63.0,18.0,26.0,11.0,3.0,3.0,11.0,610.8,73,1.0,16.0,0.0,2021,11,27
2371,2021-11-28,32,51.0,22.0,27.0,9.0,2.0,3.0,11.0,611.8,87,2.0,25.0,0.0,2021,11,28
2372,2021-11-29,35,53.0,28.0,32.0,10.0,3.0,4.0,12.0,610.8,75,1.0,19.0,0.0,2021,11,29
2373,2021-11-30,38,63.0,40.0,30.0,18.0,3.0,5.0,11.6,611.3,75,1.0,20.0,0.0,2021,11,30
2374,2021-12-01,51,85.0,44.0,21.0,9.0,3.0,4.0,8.4,612.8,63,1.0,22.0,0.0,2021,12,1
2375,2021-12-02,57,108.0,38.0,32.0,8.0,3.0,3.0,12.5,611.0,72,1.0,18.0,0.0,2021,12,2
2376,2021-12-03,49,97.0,48.0,26.0,12.0,3.0,4.0,11.8,611.9,69,2.0,13.0,0.0,2021,12,3
2377,2021-12-04,58,114.0,50.0,27.0,11.0,4.0,5.0,12.3,612.0,68,1.0,15.0,0.0,2021,12,4
2378,2021-12-05,68,129.0,52.0,27.0,9.0,2.0,4.0,10.2,612.3,78,0.0,12.0,0.0,2021,12,5
2379,2021-12-06,70,138.0,45.0,26.0,11.0,4.0,4.0,12.4,612.0,68,2.0,10.0,0.0,2021,12,6
2380,2021-12-07,54,106.0,31.0,31.0,9.0,4.0,5.0,11.2,611.6,76,2.0,8.0,0.0,2021,12,7
2381,2021-12-08,38,77.0,29.0,31.0,12.0,3.0,3.0,13.6,610.2,71,3.0,20.0,0.0,2021,12,8
2382,2021-12-09,36,70.0,24.0,29.0,10.0,2.0,3.0,13.8,611.1,62,2.0,30.0,0.0,2021,12,9
2383,2021-12-10,34,59.0,24.0,27.0,10.0,3.0,3.0,13.6,611.5,63,2.0,5.0,0.0,2021,12,10
2384,2021-12-11,33,52.0,28.0,13.0,13.0,2.0,6.0,14.8,609.5,64,1.0,30.0,0.0,2021,12,11
2385,2021-12-12,33,62.0,16.0,15.0,9.0,2.0,5.0,12.9,611.2,67,2.0,30.0,0.0,2021,12,12
2386,2021-12-13,32,47.0,18.0,29.0,8.0,2.0,3.0,7.9,613.5,76,2.0,21.0,0.0,2021,12,13
2387,2021-12-14,34,51.0,20.0,33.0,12.0,3.0,3.0,11.4,610.3,78,2.0,30.0,0.0,2021,12,14
2388,2021-12-15,40,51.0,23.0,33.0,14.0,3.0,3.0,12.2,608.2,60,2.0,30.0,0.0,2021,12,15
2389,2021-12-16,50,52.0,42.0,32.0,10.0,2.0,4.0,12.3,607.2,49,1.0,27.0,0.0,2021,12,16
2390,2021-12-17,54,98.0,27.0,34.0,8.0,2.0,3.0,11.8,609.0,50,1.0,19.0,0.0,2021,12,17
2391,2021-12-18,42,79.0,39.0,38.0,11.0,2.0,4.0,11.5,610.4,63,2.0,18.0,0.0,2021,12,18
2392,2021-12-19,44,91.0,33.0,33.0,12.0,3.0,3.0,11.2,610.6,67,3.0,16.0,0.0,2021,12,19
2393,2021-12-20,42,77.0,43.0,29.0,20.0,3.0,5.0,11.0,609.9,65,3.0,20.0,0.0,2021,12,20
2394,2021-12-21,58,98.0,44.0,31.0,17.0,3.0,4.0,11.3,608.8,62,2.0,24.0,0.0,2021,12,21
2395,2021-12-22,55,90.0,26.0,21.0,13.0,2.0,3.0,8.4,609.4,77,1.0,12.0,0.0,2021,12,22
2396,2021-12-23,43,64.0,20.0,33.0,14.0,3.0,5.0,9.8,608.1,68,1.0,24.0,0.0,2021,12,23
2397,2021-12-24,42,61.0,25.0,26.0,13.0,2.0,4.0,6.7,608.4,89,1.0,18.0,3.0,2021,12,24
2398,2021-12-25,38,62.0,12.0,30.0,9.0,2.0,3.0,8.5,609.4,73,1.0,27.0,0.1,2021,12,25
2399,2021-12-26,33,38.0,20.0,25.0,12.0,3.0,5.0,10.2,610.2,83,4.0,25.0,0.0,2021,12,26
2400,2021-12-27,33,55.0,23.0,29.0,10.0,3.0,4.0,11.5,610.8,60,2.0,30.0,0.1,2021,12,27
2401,2021-12-28,34,55.0,24.0,31.0,11.0,4.0,4.0,12.1,610.6,63,3.0,30.0,0.0,2021,12,28
2402,2021-12-29,42,55.0,23.0,29.0,11.0,4.0,4.0,11.8,610.7,61,2.0,30.0,0.0,2021,12,29
2403,2021-12-30,39,50.0,23.0,27.0,12.0,3.0,4.0,12.6,612.0,57,2.0,30.0,0.0,2021,12,30
2404,2021-12-31,35,54.0,23.0,29.0,11.0,3.0,4.0,11.9,612.1,65,1.0,30.0,0.0,2021,12,31
2405,2022-01-01,34,51.0,24.0,27.0,11.0,3.0,4.0,12.5,611.0,58,2.0,30.0,0.0,2022,1,1
2406,2022-01-02,33,54.0,22.0,28.0,9.0,2.0,4.0,11.8,611.0,57,1.0,30.0,0.0,2022,1,2
2407,2022-01-03,33,60.0,24.0,31.0,7.0,2.0,3.0,11.6,610.2,66,2.0,30.0,0.0,2022,1,3
2408,2022-01-04,38,45.0,23.0,32.0,9.0,3.0,3.0,12.9,609.1,58,2.0,30.0,0.0,2022,1,4
2409,2022-01-05,38,52.0,21.0,33.0,9.0,3.0,2.0,12.9,608.5,46,1.0,30.0,0.0,2022,1,5
2410,2022-01-06,38,48.0,26.0,33.0,11.0,3.0,2.0,12.8,608.4,39,3.0,30.0,0.0,2022,1,6
2411,2022-01-07,39,49.0,22.0,34.0,8.0,3.0,2.0,12.6,608.6,42,3.0,30.0,0.0,2022,1,7
2412,2022-01-08,38,51.0,33.0,35.0,14.0,3.0,3.0,12.9,608.8,48,2.0,30.0,0.0,2022,1,8
2413,2022-01-09,41,73.0,20.0,35.0,6.0,2.0,1.0,14.6,607.6,47,3.0,30.0,0.0,2022,1,9
2414,2022-01-10,42,45.0,28.0,35.0,7.0,2.0,4.0,13.5,606.6,45,1.0,30.0,0.0,2022,1,10
2415,2022-01-11,40,71.0,25.0,32.0,10.0,2.0,3.0,14.4,608.5,36,3.0,30.0,0.0,2022,1,11
2416,2022-01-12,39,56.0,24.0,33.0,10.0,3.0,3.0,13.8,608.2,47,3.0,30.0,0.0,2022,1,12
2417,2022-01-13,38,55.0,22.0,33.0,5.0,2.0,2.0,14.3,609.0,42,3.0,30.0,0.0,2022,1,13
2418,2022-01-14,40,51.0,20.0,28.0,9.0,3.0,3.0,14.2,607.6,51,3.0,30.0,0.0,2022,1,14
2419,2022-01-15,34,52.0,25.0,19.0,11.0,2.0,4.0,14.3,607.8,42,3.0,30.0,0.0,2022,1,15
2420,2022-01-16,35,65.0,24.0,27.0,8.0,3.0,3.0,9.6,608.9,84,3.0,21.0,3.0,2022,1,16
2421,2022-01-17,32,63.0,38.0,32.0,17.0,3.0,3.0,6.3,612.0,76,2.0,16.0,0.0,2022,1,17
2422,2022-01-18,43,86.0,39.0,23.0,17.0,3.0,4.0,8.1,610.4,71,0.0,23.0,0.0,2022,1,18
2423,2022-01-19,45,72.0,13.0,31.0,9.0,3.0,2.0,6.8,607.5,85,1.0,30.0,4.0,2022,1,19
2424,2022-01-20,37,43.0,16.0,24.0,10.0,3.0,3.0,9.6,605.8,62,3.0,30.0,0.0,2022,1,20
2425,2022-01-21,35,48.0,11.0,34.0,5.0,2.0,2.0,7.5,605.8,85,1.0,30.0,0.9,2022,1,21
2426,2022-01-22,42,31.0,13.0,38.0,3.0,2.0,1.0,9.1,604.4,53,2.0,30.0,0.0,2022,1,22
2427,2022-01-23,46,36.0,23.0,38.0,6.0,3.0,2.0,11.0,605.5,48,4.0,30.0,0.0,2022,1,23
2428,2022-01-24,46,65.0,26.0,33.0,4.0,2.0,3.0,12.5,606.7,53,3.0,27.0,0.0,2022,1,24
2429,2022-01-25,39,73.0,19.0,35.0,4.0,2.0,2.0,10.2,606.2,82,2.0,15.0,0.9,2022,1,25
2430,2022-01-26,43,55.0,15.0,31.0,4.0,2.0,3.0,13.3,606.4,49,3.0,30.0,0.1,2022,1,26
2431,2022-01-27,38,54.0,14.0,33.0,4.0,2.0,2.0,12.5,607.0,61,4.0,30.0,0.0,2022,1,27
2432,2022-01-28,39,50.0,16.0,38.0,3.0,3.0,1.0,10.7,605.8,64,2.0,30.0,0.8,2022,1,28
2433,2022-01-29,46,49.0,25.0,38.0,7.0,3.0,2.0,9.8,605.3,46,1.0,30.0,0.0,2022,1,29
2434,2022-01-30,45,75.0,25.0,16.0,4.0,4.0,6.0,10.8,604.4,68,2.0,25.0,0.0,2022,1,30
2435,2022-01-31,38,68.0,34.0,35.0,2.0,6.0,5.0,5.6,606.4,81,2.0,9.0,0.0,2022,1,31
2436,2022-02-01,49,90.0,24.0,32.0,2.0,4.0,4.0,11.8,604.8,56,4.0,30.0,0.0,2022,2,1
2437,2022-02-02,34,66.0,29.0,41.0,3.0,5.0,5.0,9.400000000000004,607.8,79,3.0,28.0,0.3,2022,2,2
2438,2022-02-03,49,74.0,29.0,43.0,3.0,4.0,2.0,10.9,607.3,46,3.0,30.0,0.1,2022,2,3
2439,2022-02-04,52,80.0,25.0,32.0,4.0,4.0,2.0,12.6,608.5,41,2.0,30.0,0.0,2022,2,4
2440,2022-02-05,37,72.0,10.0,37.0,2.0,3.0,2.0,12.3,607.1,64,4.0,30.0,0.0,2022,2,5
2441,2022-02-06,42,29.0,13.0,45.0,3.0,4.0,2.0,7.5,604.8,71,4.0,30.0,7.0,2022,2,6
2442,2022-02-07,54,42.0,21.0,40.0,3.0,5.0,2.0,10.6,606.4,44,2.0,30.0,0.0,2022,2,7
2443,2022-02-08,47,51.0,17.0,44.0,3.0,4.0,2.0,12.5,605.9,39,3.0,30.0,0.0,2022,2,8
2444,2022-02-09,50,55.0,20.0,46.0,4.0,4.0,2.0,13.5,606.6,34,3.0,30.0,0.0,2022,2,9
2445,2022-02-10,59,64.0,32.0,46.0,5.0,4.0,2.0,14.7,605.2,35,5.0,30.0,0.0,2022,2,10
2446,2022-02-11,56,91.0,43.0,52.0,7.0,4.0,3.0,14.5,606.1,38,2.0,30.0,0.0,2022,2,11
2447,2022-02-12,60,113.0,38.0,51.0,9.0,5.0,2.0,14.5,604.7,33,3.0,25.0,0.0,2022,2,12
2448,2022-02-13,60,98.0,54.0,55.0,15.0,5.0,5.0,11.5,606.5,42,2.0,30.0,0.0,2022,2,13
2449,2022-02-14,80,133.0,42.0,50.0,6.0,5.0,3.0,14.0,606.4,29,3.0,30.0,0.0,2022,2,14
2450,2022-02-15,84,104.0,33.0,48.0,5.0,5.0,3.0,14.9,605.2,31,4.0,30.0,0.0,2022,2,15
2451,2022-02-16,60,86.0,28.0,40.0,5.0,3.0,2.0,15.2,603.2,28,4.0,30.0,0.0,2022,2,16
2452,2022-02-17,46,72.0,28.0,42.0,7.0,4.0,3.0,15.8,603.3,40,3.0,30.0,0.0,2022,2,17
2453,2022-02-18,48,70.0,46.0,27.0,12.0,4.0,5.0,17.1,604.7,39,3.0,30.0,0.0,2022,2,18
2454,2022-02-19,54,110.0,15.0,25.0,5.0,4.0,4.0,6.9,607.3,76,4.0,14.0,0.0,2022,2,19
2455,2022-02-20,26,51.0,19.0,22.0,5.0,4.0,4.0,13.266666666666673,607.8,76,2.0,14.0,0.0,2022,2,20
2456,2022-02-21,38,66.0,15.0,31.0,4.0,4.0,5.0,12.000000000000007,608.3,89,3.0,6.0,0.6,2022,2,21
2457,2022-02-22,37,46.0,40.0,38.0,6.0,5.0,5.0,6.9,611.5,80,1.0,30.0,0.0,2022,2,22
2458,2022-02-23,57,113.0,34.0,37.0,8.0,4.0,4.0,5.8,610.7,72,2.0,11.0,0.0,2022,2,23
2459,2022-02-24,48,95.0,30.0,44.0,5.0,4.0,3.0,8.7,609.8,65,1.0,24.0,0.0,2022,2,24
2460,2022-02-25,51,82.0,36.0,48.0,6.0,3.0,2.0,13.9,608.8,51,2.0,25.0,0.0,2022,2,25
2461,2022-02-26,59,88.0,28.0,41.0,7.0,2.0,2.0,16.2,609.3,43,3.0,29.0,0.0,2022,2,26
2462,2022-02-27,50,70.0,28.0,46.0,8.0,2.0,2.0,16.4,607.5,34,4.0,30.0,0.0,2022,2,27
2463,2022-02-28,54,69.0,34.0,46.0,10.0,3.0,3.0,16.9,608.0,35,2.0,30.0,0.0,2022,2,28
2464,2022-03-01,56,78.0,42.0,49.0,14.0,3.0,3.0,16.6,609.3,28,4.0,30.0,0.0,2022,3,1
2465,2022-03-02,60,84.0,28.0,43.0,7.0,3.0,2.0,16.8,607.8,33,2.0,29.0,0.0,2022,3,2
2466,2022-03-03,53,68.0,25.0,47.0,5.0,5.0,2.0,17.2,607.1,27,3.0,30.0,0.0,2022,3,3
2467,2022-03-04,58,62.0,29.0,48.0,6.0,5.0,3.0,17.7,606.7,26,4.0,30.0,0.0,2022,3,4
2468,2022-03-05,62,68.0,33.0,51.0,8.0,5.0,4.0,18.8,605.9,24,5.0,30.0,0.0,2022,3,5
2469,2022-03-06,67,79.0,53.0,59.0,9.0,8.0,4.0,17.8,608.3,25,2.0,25.0,0.0,2022,3,6
2470,2022-03-07,83,113.0,36.0,39.0,5.0,5.0,3.0,17.4,610.0,40,2.0,21.0,0.0,2022,3,7
2471,2022-03-08,46,76.0,28.0,50.0,5.0,4.0,2.0,19.9,606.2,46,3.0,30.0,0.0,2022,3,8
2472,2022-03-09,69,67.0,31.0,49.0,7.0,5.0,2.0,20.4,605.9,27,1.0,30.0,0.0,2022,3,9
2473,2022-03-10,64,73.0,35.0,55.0,8.0,5.0,3.0,22.4,605.7,25,3.0,30.0,0.0,2022,3,10
2474,2022-03-11,70,76.0,37.0,56.0,5.0,5.0,3.0,22.1,605.3,27,4.0,30.0,0.0,2022,3,11
2475,2022-03-12,74,81.0,35.0,57.0,7.0,5.0,2.0,22.1,605.8,29,4.0,29.0,0.0,2022,3,12
2476,2022-03-13,74,81.0,37.0,56.0,9.0,5.0,3.0,21.5,606.5,24,1.0,30.0,0.0,2022,3,13
2477,2022-03-14,76,83.0,47.0,49.0,12.0,7.0,4.0,23.0,607.0,29,3.0,30.0,0.0,2022,3,14
2478,2022-03-15,59,104.0,45.0,56.0,10.0,6.0,4.0,18.3,604.8,58,2.0,30.0,0.0,2022,3,15
2479,2022-03-16,77,99.0,51.0,72.0,9.0,4.0,6.0,21.1,603.6,44,5.0,17.0,0.0,2022,3,16
2480,2022-03-17,99,117.0,43.0,70.0,11.0,4.0,3.0,21.7,605.2,34,3.0,20.0,0.0,2022,3,17
2481,2022-03-18,90,79.0,55.0,64.0,16.0,5.0,4.0,21.2,605.2,24,2.0,30.0,0.0,2022,3,18
2482,2022-03-19,85,110.0,56.0,69.0,5.0,3.0,5.0,23.6,602.7,26,3.0,25.0,0.0,2022,3,19
2483,2022-03-20,94,127.0,60.0,69.0,5.0,3.0,5.0,22.6,603.2,34,3.0,14.0,0.0,2022,3,20
2484,2022-03-21,92,142.0,59.0,48.0,7.0,3.0,6.0,22.9,604.5,33,3.0,15.0,0.0,2022,3,21
2485,2022-03-22,80,140.0,52.0,41.0,11.0,3.0,6.0,18.7,606.9,59,3.0,11.0,0.0,2022,3,22
2486,2022-03-23,67,127.0,25.0,38.0,5.0,3.0,5.0,16.0,606.9,71,1.0,20.0,0.0,2022,3,23
2487,2022-03-24,50,65.0,46.0,56.0,4.0,3.0,2.0,19.0,602.7,54,5.0,24.0,7.0,2022,3,24
2488,2022-03-25,77,94.0,52.0,52.0,5.0,4.0,2.0,18.8,605.5,40,5.0,23.0,0.0,2022,3,25
2489,2022-03-26,70,109.0,37.0,39.0,10.0,3.0,3.0,18.9,607.6,44,2.0,17.0,0.0,2022,3,26
2490,2022-03-27,46,82.0,40.0,49.0,10.0,5.0,4.0,9.9,609.8,88,2.0,18.0,3.0,2022,3,27
2491,2022-03-28,64,95.0,52.0,56.0,6.0,3.0,3.0,18.5,606.5,45,3.0,25.0,0.0,2022,3,28
2492,2022-03-29,75,119.0,50.0,58.0,5.0,3.0,3.0,20.0,605.3,48,3.0,18.0,0.0,2022,3,29
2493,2022-03-30,78,107.0,46.0,23.0,12.0,4.0,4.0,21.3,606.7,41,3.0,22.0,0.0,2022,3,30
2494,2022-03-31,51,93.0,11.0,34.0,4.0,3.0,3.0,11.9,611.3,73,4.0,22.0,0.0,2022,3,31
2495,2022-04-01,44,21.0,11.0,35.0,4.0,3.0,3.0,5.7,614.8,85,3.0,9.0,0.0,2022,4,1
2496,2022-04-02,42,31.0,29.0,50.0,8.0,4.0,3.0,8.2,614.2,73,2.0,30.0,0.2,2022,4,2
2497,2022-04-03,73,76.0,38.0,50.0,10.0,4.0,4.0,14.3,610.3,47,2.0,30.0,0.0,2022,4,3
2498,2022-04-04,62,80.0,29.0,32.0,7.0,7.0,4.0,17.3,610.6,56,2.0,20.0,0.0,2022,4,4
2499,2022-04-05,41,63.0,32.0,27.0,10.0,5.0,4.0,10.2,612.7,78,3.0,24.0,0.4,2022,4,5
2500,2022-04-06,34,64.0,30.0,52.0,15.0,4.0,3.0,10.1,614.1,86,2.0,12.0,0.9,2022,4,6
2501,2022-04-07,63,63.0,55.0,48.0,22.0,4.0,5.0,14.1,611.2,58,1.0,30.0,0.0,2022,4,7
2502,2022-04-08,63,109.0,39.0,50.0,8.0,4.0,4.0,15.1,608.8,77,0.0,17.0,0.2,2022,4,8
